m,c
0.8351030283330795,0.582506422830931
0.2845628172340043,0.582506422830931
0.12743608517397076,0.582506422830931
-0.29533684765798984,0.582506422830931
0.6278950230468759,0.582506422830931
0.8410209245733559,0.582506422830931
4.0679377729818675,0.582506422830931
0.07899211033412835,0.582506422830931
0.359631196475422,0.582506422830931
0.8389450635744704,0.582506422830931
0.598350784052847,0.582506422830931
1.237518911882626,0.582506422830931
0.9760942336288421,0.582506422830931
