m,c
-0.2386319406533497,0.8660946634814116
0.1911165695587613,0.8660946634814116
0.2069518159657484,0.8660946634814116
-21595.795626794257,0.8660946634814116
0.42563643839831733,0.8660946634814116
0.6709780223399073,0.8660946634814116
1164.2932050965283,0.8660946634814116
0.7022763049813856,0.8660946634814116
1.9148736223396,0.8660946634814116
0.4879941740178597,0.8660946634814116
0.5554365562264556,0.8660946634814116
-8.199498113158143,0.8660946634814116
-0.09105561101985171,0.8660946634814116
